EstablishmentID,InspectionID,Ins_TypeDesc,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,InspectionDate,score,Grade,NameSearch,Intersection,ObjectId
30989,1738650,REGULAR,SOUTHSIDE CHRISTIAN,,5804 SOUTHSIDE DR,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/03/01 05:00:00+00,100,A,SOUTHSIDE CHRISTIAN,,1
30993,1662148,REGULAR,WEE CARE NURSERY,,11616 MAIN ST,,LOUISVILLE,KY,40243,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/30 04:00:00+00,99,A,WEE CARE NURSERY,,2
30993,1703319,REGULAR,WEE CARE NURSERY,,11616 MAIN ST,,LOUISVILLE,KY,40243,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/21 04:00:00+00,100,A,WEE CARE NURSERY,,3
30993,1730555,REGULAR,WEE CARE NURSERY,,11616 MAIN ST,,LOUISVILLE,KY,40243,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/01/23 05:00:00+00,100,A,WEE CARE NURSERY,,4
31043,1675318,REGULAR,KINDER CARE LEARNING CTR #424,,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/05/27 04:00:00+00,98,C,KINDER CARE LEARNING CTR #424,,5
31043,1676111,FOLLOWUP,KINDER CARE LEARNING CTR #424,,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/01 04:00:00+00,100,A,KINDER CARE LEARNING CTR #424,,6
31043,1715224,REGULAR,KINDER CARE LEARNING CTR #424,,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/07 05:00:00+00,96,A,KINDER CARE LEARNING CTR #424,,7
31053,1682529,REGULAR,KINDER CARE LEARNING CTR #416,,8016 SHELBYVILLE RD,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/27 04:00:00+00,100,A,KINDER CARE LEARNING CTR #416,,8
31053,1720064,REGULAR,KINDER CARE LEARNING CTR #416,,8016 SHELBYVILLE RD,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/30 05:00:00+00,98,A,KINDER CARE LEARNING CTR #416,,9
31071,1670998,SURVEY,KINDER CARE LEARNING CTR #418,,2990 NEWBURG RD,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/14 04:00:00+00,0,,KINDER CARE LEARNING CTR #418,,10
31071,1675682,REGULAR,KINDER CARE LEARNING CTR #418,,2990 NEWBURG RD,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/05/31 04:00:00+00,100,A,KINDER CARE LEARNING CTR #418,,11
31071,1719600,REGULAR,KINDER CARE LEARNING CTR #418,,2990 NEWBURG RD,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/29 05:00:00+00,100,A,KINDER CARE LEARNING CTR #418,,12
31081,1660703,REGULAR,LOU. BAPT HOSP CHILD DEV.,,4000 KRESGE WAY,,LOUISVILLE,KY,40207,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/24 04:00:00+00,100,A,LOU. BAPT HOSP CHILD DEV.,,13
31081,1700142,REGULAR,LOU. BAPT HOSP CHILD DEV.,,4000 KRESGE WAY,,LOUISVILLE,KY,40207,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/08 04:00:00+00,100,A,LOU. BAPT HOSP CHILD DEV.,,14
31097,1666562,REGULAR,KINDER CARE LEARNING CTR #417,,2013 HERR LN,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/20 04:00:00+00,99,A,KINDER CARE LEARNING CTR #417,,15
31097,1703833,REGULAR,KINDER CARE LEARNING CTR #417,,2013 HERR LN,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/26 04:00:00+00,99,A,KINDER CARE LEARNING CTR #417,,16
31145,1692904,REGULAR,ST. JOSEPH CHILD DEV. CTR,,2823 FRANKFORT AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/08/09 04:00:00+00,99,A,ST. JOSEPH CHILD DEV. CTR,,17
31189,1663670,REGULAR,MINI VERSITY DOWNTOWN CHILD DEVELOPMENT CENTER,,306 ROY WILKINS BLVD,,LOUISVILLE,KY,40203,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/05 04:00:00+00,100,A,MINI VERSITY DOWNTOWN CHILD DEVELOPMENT CENTER,,18
31189,1717768,REGULAR,MINI VERSITY DOWNTOWN CHILD DEVELOPMENT CENTER,,306 ROY WILKINS BLVD,,LOUISVILLE,KY,40203,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/16 05:00:00+00,96,A,MINI VERSITY DOWNTOWN CHILD DEVELOPMENT CENTER,,19
31202,1713262,REGULAR,CHESTNUT STREET FAMILY YMCA,,930 W CHESTNUT ST,,LOUISVILLE,KY,40203,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/10/31 04:00:00+00,95,A,CHESTNUT STREET FAMILY YMCA,,20
31203,1661692,REGULAR,MAPLE GROVE DAY CARE,,5911 E MANSLICK RD,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/29 04:00:00+00,98,A,MAPLE GROVE DAY CARE,,21
31203,1671142,SURVEY,MAPLE GROVE DAY CARE,,5911 E MANSLICK RD,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/14 04:00:00+00,0,,MAPLE GROVE DAY CARE,,22
31203,1708199,REGULAR,MAPLE GROVE DAY CARE,,5911 E MANSLICK RD,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/10/11 04:00:00+00,100,A,MAPLE GROVE DAY CARE,,23
31210,1689105,REGULAR,KEYSTONE LEARNING ACADEMY,,1705 S 13TH ST,,LOUISVILLE,KY,40210,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/07/26 04:00:00+00,97,A,KEYSTONE LEARNING ACADEMY,,24
31210,1723018,REGULAR,KEYSTONE LEARNING ACADEMY,,1705 S 13TH ST,,LOUISVILLE,KY,40210,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/12/12 05:00:00+00,98,A,KEYSTONE LEARNING ACADEMY,,25
31211,1691013,REGULAR,SOUTHSIDE CHRISTIAN #2,,4014 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/08/02 04:00:00+00,100,A,SOUTHSIDE CHRISTIAN #2,,26
31211,1728205,REGULAR,SOUTHSIDE CHRISTIAN #2,,4014 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/01/11 05:00:00+00,100,A,SOUTHSIDE CHRISTIAN #2,,27
31213,1657676,REGULAR,RIDGEWOOD CHILD DEV. CTR.,,6209 GREENWOOD RD,,LOUISVILLE,KY,40258,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/10 05:00:00+00,97,A,RIDGEWOOD CHILD DEV. CTR.,,28
31213,1699409,REGULAR,RIDGEWOOD CHILD DEV. CTR.,,6209 GREENWOOD RD,,LOUISVILLE,KY,40258,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/06 04:00:00+00,99,A,RIDGEWOOD CHILD DEV. CTR.,,29
31213,1739067,REGULAR,RIDGEWOOD CHILD DEV. CTR.,,6209 GREENWOOD RD,,LOUISVILLE,KY,40258,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/03/02 05:00:00+00,99,A,RIDGEWOOD CHILD DEV. CTR.,,30
31220,1678007,REGULAR,ADATH JESHURUN PRESCHOOL,,2401 WOODBOURNE AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/07 04:00:00+00,100,A,ADATH JESHURUN PRESCHOOL,,31
31220,1716227,REGULAR,ADATH JESHURUN PRESCHOOL,,2401 WOODBOURNE AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/10 05:00:00+00,99,A,ADATH JESHURUN PRESCHOOL,,32
31231,1669893,REGULAR,TEMPLE PRE-SCHOOL,,5101 US HWY 42,,LOUISVILLE,KY,40241,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/05/04 04:00:00+00,100,A,TEMPLE PRE-SCHOOL,,33
31231,1709318,REGULAR,TEMPLE PRE-SCHOOL,,5101 US HWY 42,,LOUISVILLE,KY,40241,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/10/14 04:00:00+00,100,A,TEMPLE PRE-SCHOOL,,34
31288,1677228,REGULAR,LA PETITE ACADEMY,,10501 TIMBERWOOD CIR,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/06 04:00:00+00,98,A,LA PETITE ACADEMY,,35
31288,1715302,REGULAR,LA PETITE ACADEMY,,10501 TIMBERWOOD CIR,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/07 05:00:00+00,99,A,LA PETITE ACADEMY,,36
31299,1692618,REGULAR,SOUTHSIDE CHRISTIAN #3,,7419 ST ANDREWS CHURCH RD,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/08/08 04:00:00+00,98,A,SOUTHSIDE CHRISTIAN #3,,37
31299,1729726,REGULAR,SOUTHSIDE CHRISTIAN #3,,7419 ST ANDREWS CHURCH RD,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/01/19 05:00:00+00,98,A,SOUTHSIDE CHRISTIAN #3,,38
31301,1694964,REGULAR,EASTERN STAR HOME HIGHLANDS COMMUNITY MINISTRIES,,917 EASTERN STAR CT,,LOUISVILLE,KY,40204,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/08/17 04:00:00+00,100,A,EASTERN STAR HOME HIGHLANDS COMMUNITY MINISTRIES,,39
31323,1669301,REGULAR,CHRISTIAN HEALTH CENTER,,920 S 4TH ST,,LOUISVILLE,KY,40203,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/05/02 04:00:00+00,98,A,CHRISTIAN HEALTH CENTER,,40
31323,1702118,REGULAR,CHRISTIAN HEALTH CENTER,,920 S 4TH ST,,LOUISVILLE,KY,40203,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/09/16 04:00:00+00,95,A,CHRISTIAN HEALTH CENTER,,41
31329,1664778,REGULAR,ESSEX NURSING & REHABILITATION CENTER,,9600 LAMBOURNE BLVD,,LOUISVILLE,KY,40272,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/04/12 04:00:00+00,99,A,ESSEX NURSING & REHABILITATION CENTER,,42
31329,1709284,REGULAR,ESSEX NURSING & REHABILITATION CENTER,,9600 LAMBOURNE BLVD,,LOUISVILLE,KY,40272,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/10/14 04:00:00+00,100,A,ESSEX NURSING & REHABILITATION CENTER,,43
31332,1696928,COMPLAINT,HIGHLANDS HEALTH & REHAB CNTR,,1705 STEVENS AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/08/05 04:00:00+00,0,,HIGHLANDS HEALTH & REHAB CNTR,,44
31332,1693997,FOLLOWUP,HIGHLANDS HEALTH & REHAB CNTR,,1705 STEVENS AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/08/12 04:00:00+00,99,A,HIGHLANDS HEALTH & REHAB CNTR,,45
31332,1692244,REGULAR,HIGHLANDS HEALTH & REHAB CNTR,,1705 STEVENS AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/08/05 04:00:00+00,90,C,HIGHLANDS HEALTH & REHAB CNTR,,46
31332,1737650,REGULAR,HIGHLANDS HEALTH & REHAB CNTR,,1705 STEVENS AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/02/24 05:00:00+00,99,A,HIGHLANDS HEALTH & REHAB CNTR,,47
31334,1693461,REGULAR,GOOD SAMARITAN,,3500 GOOD SAMARITAN WAY,,LOUISVILLE,KY,40299,FOOD SERVICE,2022/08/10 04:00:00+00,98,A,GOOD SAMARITAN,,48
31334,1722999,REGULAR,GOOD SAMARITAN,,3500 GOOD SAMARITAN WAY,,LOUISVILLE,KY,40299,FOOD SERVICE,2022/12/12 05:00:00+00,99,A,GOOD SAMARITAN,,49
31335,1677041,REGULAR,ALTENHEIM,,936 BARRET AVE,,LOUISVILLE,KY,40204,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/06/03 04:00:00+00,96,A,ALTENHEIM,,50
31452,1694673,REGULAR,NOE MIDDLE SCHOOL,,121 W LEE ST,,LOUISVILLE,KY,40208,SCHOOL CAFETERIA OR FOOD SERVICE,2022/08/16 04:00:00+00,99,A,NOE MIDDLE SCHOOL,,51
29956,1684470,REGULAR,CVS #6211,,3721 LEXINGTON RD,,LOUISVILLE,KY,40207,PRE-PACKAGED RETAIL,2022/07/06 04:00:00+00,100,,CVS #6211,,52
31335,1713339,REGULAR,ALTENHEIM,,936 BARRET AVE,,LOUISVILLE,KY,40204,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/10/31 04:00:00+00,100,A,ALTENHEIM,,53
29967,1699737,REGULAR,NEIGHBORHOOD FOOD MART,,542 LAMPTON ST,,LOUISVILLE,KY,40203,SUPERMARKET WITH PROCESSING,2022/09/07 04:00:00+00,97,,NEIGHBORHOOD FOOD MART,,54
31452,1728233,REGULAR,NOE MIDDLE SCHOOL,,121 W LEE ST,,LOUISVILLE,KY,40208,SCHOOL CAFETERIA OR FOOD SERVICE,2023/01/11 05:00:00+00,99,A,NOE MIDDLE SCHOOL,,55
31336,1705612,REGULAR,MASONIC HOMES MAIN KITCHEN,,240 MASONIC HOME DR,,MASONIC HOME,KY,40041,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/10/03 04:00:00+00,100,A,MASONIC HOMES MAIN KITCHEN,,56
29979,1657125,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/08 05:00:00+00,96,A,CIRCLE K #4700075,,57
31455,1694262,REGULAR,NORTON ELEMENTARY SCHOOL,,8101 BROWNSBORO RD,,LOUISVILLE,KY,40241,SCHOOL CAFETERIA OR FOOD SERVICE,2022/08/15 04:00:00+00,100,A,NORTON ELEMENTARY SCHOOL,,58
31337,1690966,REGULAR,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,2529 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/08/02 04:00:00+00,97,A,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,59
29979,1657126,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/08 05:00:00+00,99,,CIRCLE K #4700075,,60
31455,1733207,REGULAR,NORTON ELEMENTARY SCHOOL,,8101 BROWNSBORO RD,,LOUISVILLE,KY,40241,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/03 05:00:00+00,100,A,NORTON ELEMENTARY SCHOOL,,61
31337,1726120,REGULAR,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,2529 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/12/29 05:00:00+00,91,C,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,62
29979,1698679,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 04:00:00+00,97,A,CIRCLE K #4700075,,63
31456,1657663,REGULAR,OKOLONA ELEMENTARY SCHOOL,,7606 PRESTON HWY,,LOUISVILLE,KY,40219,SCHOOL CAFETERIA OR FOOD SERVICE,2022/03/10 05:00:00+00,100,A,OKOLONA ELEMENTARY SCHOOL,,64
31337,1727114,FOLLOWUP,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,2529 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/01/05 05:00:00+00,100,A,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,65
29979,1698680,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 04:00:00+00,98,,CIRCLE K #4700075,,66
31456,1701874,REGULAR,OKOLONA ELEMENTARY SCHOOL,,7606 PRESTON HWY,,LOUISVILLE,KY,40219,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/15 04:00:00+00,100,A,OKOLONA ELEMENTARY SCHOOL,,67
31360,1665596,REGULAR,LA PETITE ACADEMY,,9505 US HWY 42,,LOUISVILLE,KY,40059,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/15 04:00:00+00,99,A,LA PETITE ACADEMY,,68
29979,1731827,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/01/27 05:00:00+00,95,A,CIRCLE K #4700075,,69
31458,1671643,REGULAR,OUR LADY OF LOURDES,,510 BRECKENRIDGE LN,,LOUISVILLE,KY,40207,SCHOOL CAFETERIA OR FOOD SERVICE,2022/05/11 04:00:00+00,100,A,OUR LADY OF LOURDES,,70
31360,1707890,REGULAR,LA PETITE ACADEMY,,9505 US HWY 42,,LOUISVILLE,KY,40059,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/10/10 04:00:00+00,99,A,LA PETITE ACADEMY,,71
29979,1731828,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/01/27 05:00:00+00,97,,CIRCLE K #4700075,,72
31458,1709111,REGULAR,OUR LADY OF LOURDES,,510 BRECKENRIDGE LN,,LOUISVILLE,KY,40207,SCHOOL CAFETERIA OR FOOD SERVICE,2022/10/13 04:00:00+00,100,A,OUR LADY OF LOURDES,,73
31371,1697484,REGULAR,ZACHARY TAYLOR ELEMENTARY,,9620 WESTPORT RD,,LOUISVILLE,KY,40241,SCHOOL CAFETERIA OR FOOD SERVICE,2022/08/29 04:00:00+00,100,A,ZACHARY TAYLOR ELEMENTARY,,74
30043,1700824,FOLLOWUP,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/12 04:00:00+00,98,,F&Y SUPERMARKET,,75
32382,1716299,REGULAR,SPEEDWAY #9686,,6821 SOUTHSIDE DR,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/11/11 05:00:00+00,98,A,SPEEDWAY #9686,,76
31575,1716811,FOLLOWUP,TREYTON OAK TOWERS,,211 W OAK ST,,LOUISVILLE,KY,40203,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/10/19 04:00:00+00,0,,TREYTON OAK TOWERS,,77
31460,1660199,REGULAR,ST. NICHOLAS ACADEMY,,5501 NEW CUT RD,,LOUISVILLE,KY,40214,SCHOOL CAFETERIA OR FOOD SERVICE,2022/03/22 04:00:00+00,100,A,ST. NICHOLAS ACADEMY,,78
31460,1709976,REGULAR,ST. NICHOLAS ACADEMY,,5501 NEW CUT RD,,LOUISVILLE,KY,40214,SCHOOL CAFETERIA OR FOOD SERVICE,2022/10/18 04:00:00+00,100,A,ST. NICHOLAS ACADEMY,,79
31462,1657592,REGULAR,MAUPIN ELEMENTARY SCHOOL,,1312 CATALPA ST,,LOUISVILLE,KY,40211,SCHOOL CAFETERIA OR FOOD SERVICE,2022/03/10 05:00:00+00,100,A,MAUPIN ELEMENTARY SCHOOL,,80
31462,1704589,REGULAR,MAUPIN ELEMENTARY SCHOOL,,1312 CATALPA ST,,LOUISVILLE,KY,40211,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/28 04:00:00+00,100,A,MAUPIN ELEMENTARY SCHOOL,,81
31464,1657591,REGULAR,JOHNSON TRADITIONAL MIDDLE SCHOOL,,2509 WILSON AVE,,LOUISVILLE,KY,40210,SCHOOL CAFETERIA OR FOOD SERVICE,2022/03/10 05:00:00+00,99,A,JOHNSON TRADITIONAL MIDDLE SCHOOL,,82
31464,1704588,REGULAR,JOHNSON TRADITIONAL MIDDLE SCHOOL,,2509 WILSON AVE,,LOUISVILLE,KY,40210,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/28 04:00:00+00,99,A,JOHNSON TRADITIONAL MIDDLE SCHOOL,,83
31466,1658403,REGULAR,PLEASURE RIDGE PARK MAGNET SCHOOL,,5901 GREENWOOD RD,,LOUISVILLE,KY,40258,SCHOOL CAFETERIA OR FOOD SERVICE,2022/03/14 04:00:00+00,99,A,PLEASURE RIDGE PARK MAGNET SCHOOL,,84
31466,1698664,REGULAR,PLEASURE RIDGE PARK MAGNET SCHOOL,,5901 GREENWOOD RD,,LOUISVILLE,KY,40258,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/01 04:00:00+00,100,A,PLEASURE RIDGE PARK MAGNET SCHOOL,,85
31474,1658921,REGULAR,PORTLAND ELEMENTARY SCHOOL,,3410 NORTHWESTERN PKWY,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2022/03/16 04:00:00+00,99,A,PORTLAND ELEMENTARY SCHOOL,,86
31474,1707207,REGULAR,PORTLAND ELEMENTARY SCHOOL,,3410 NORTHWESTERN PKWY,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2022/10/07 04:00:00+00,100,A,PORTLAND ELEMENTARY SCHOOL,,87
31474,1738079,REGULAR,PORTLAND ELEMENTARY SCHOOL,,3410 NORTHWESTERN PKWY,,LOUISVILLE,KY,40212,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/27 05:00:00+00,99,A,PORTLAND ELEMENTARY SCHOOL,,88
31475,1658985,REGULAR,PRICE ELEMENTARY SCHOOL,,5001 GARDEN GREEN WAY,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2022/03/16 04:00:00+00,100,A,PRICE ELEMENTARY SCHOOL,,89
31475,1706388,REGULAR,PRICE ELEMENTARY SCHOOL,,5001 GARDEN GREEN WAY,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2022/10/05 04:00:00+00,99,A,PRICE ELEMENTARY SCHOOL,,90
31477,1701442,REGULAR,RANGELAND ELEMENTARY,,1701 RANGELAND RD,,LOUISVILLE,KY,40219,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/14 04:00:00+00,99,A,RANGELAND ELEMENTARY,,91
31480,1700064,REGULAR,RUTHERFORD ELEMENTARY SCHOOL,,301 SOUTHLAND BLVD,,LOUISVILLE,KY,40214,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/08 04:00:00+00,98,A,RUTHERFORD ELEMENTARY SCHOOL,,92
31480,1731861,REGULAR,RUTHERFORD ELEMENTARY SCHOOL,,301 SOUTHLAND BLVD,,LOUISVILLE,KY,40214,SCHOOL CAFETERIA OR FOOD SERVICE,2023/01/27 05:00:00+00,99,A,RUTHERFORD ELEMENTARY SCHOOL,,93
31482,1666625,REGULAR,EASTERN HIGH SCHOOL,,12400 OLD SHELBYVILLE RD,,LOUISVILLE,KY,40243,SCHOOL CAFETERIA OR FOOD SERVICE,2022/04/20 04:00:00+00,100,A,EASTERN HIGH SCHOOL,,94
31482,1708185,REGULAR,EASTERN HIGH SCHOOL,,12400 OLD SHELBYVILLE RD,,LOUISVILLE,KY,40243,SCHOOL CAFETERIA OR FOOD SERVICE,2022/10/11 04:00:00+00,100,A,EASTERN HIGH SCHOOL,,95
31492,1656806,REGULAR,EISENHOWER ELEMENTARY SCHOOL,,5300 JESSAMINE DR,,LOUISVILLE,KY,40258,SCHOOL CAFETERIA OR FOOD SERVICE,2022/03/08 05:00:00+00,100,A,EISENHOWER ELEMENTARY SCHOOL,,96
31492,1699064,REGULAR,EISENHOWER ELEMENTARY SCHOOL,,5300 JESSAMINE DR,,LOUISVILLE,KY,40258,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/02 04:00:00+00,100,A,EISENHOWER ELEMENTARY SCHOOL,,97
31492,1738136,REGULAR,EISENHOWER ELEMENTARY SCHOOL,,5300 JESSAMINE DR,,LOUISVILLE,KY,40258,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/27 05:00:00+00,100,A,EISENHOWER ELEMENTARY SCHOOL,,98
31496,1694030,REGULAR,ENGELHARD ELEMENTARY SCHOOL,,1004 S 1ST ST,,LOUISVILLE,KY,40203,SCHOOL CAFETERIA OR FOOD SERVICE,2022/08/12 04:00:00+00,100,A,ENGELHARD ELEMENTARY SCHOOL,,99
31496,1728234,REGULAR,ENGELHARD ELEMENTARY SCHOOL,,1004 S 1ST ST,,LOUISVILLE,KY,40203,SCHOOL CAFETERIA OR FOOD SERVICE,2023/01/11 05:00:00+00,100,A,ENGELHARD ELEMENTARY SCHOOL,,100
31500,1660374,REGULAR,FAIRDALE ELEMENTARY SCHOOL,,10104 MITCHELL HILL RD,,LOUISVILLE,KY,40118,SCHOOL CAFETERIA OR FOOD SERVICE,2022/03/23 04:00:00+00,98,A,FAIRDALE ELEMENTARY SCHOOL,,101
31500,1697655,REGULAR,FAIRDALE ELEMENTARY SCHOOL,,10104 MITCHELL HILL RD,,LOUISVILLE,KY,40118,SCHOOL CAFETERIA OR FOOD SERVICE,2022/08/29 04:00:00+00,99,A,FAIRDALE ELEMENTARY SCHOOL,,102
31500,1739046,REGULAR,FAIRDALE ELEMENTARY SCHOOL,,10104 MITCHELL HILL RD,,LOUISVILLE,KY,40118,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/01 05:00:00+00,99,A,FAIRDALE ELEMENTARY SCHOOL,,103
31502,1716645,REGULAR,FAIRDALE HIGH SCHOOL,,1001 FAIRDALE RD,,LOUISVILLE,KY,40118,SCHOOL CAFETERIA OR FOOD SERVICE,2022/11/14 05:00:00+00,99,A,FAIRDALE HIGH SCHOOL,,104
31509,1656739,REGULAR,FERN CREEK ELEMENTARY SCHOOL,,8815 FERNDALE RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2022/03/08 05:00:00+00,100,A,FERN CREEK ELEMENTARY SCHOOL,,105
31509,1702490,REGULAR,FERN CREEK ELEMENTARY SCHOOL,,8815 FERNDALE RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/19 04:00:00+00,100,A,FERN CREEK ELEMENTARY SCHOOL,,106
31509,1738474,REGULAR,FERN CREEK ELEMENTARY SCHOOL,,8815 FERNDALE RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/27 05:00:00+00,100,A,FERN CREEK ELEMENTARY SCHOOL,,107
